day,case,mess_id,origin,destination,departure_slot,safe_ETA_seconds,connection_ready_slot,safe_travel_energy_kWh,energy_after_travel_kWh,remaining_connected_slots,route_feasible_at_departure_0,STAY_objective,post_move_Planning_objective,NET_MOBILITY_VALUE,post_arrival_P_sum_abs_kW_slots,post_arrival_Q_sum_abs_kvar_slots,beneficial_move,status
2025-04-01,B3,MESS01,STA01,STA04,0,593.3341445922853,2,15.985852744401871,744.0141472555981,94,True,0.5665987351267832,,,,,NOT_DETERMINED,DEFERRED_NO_DESTINATION_MIP_SOLVE_USER_APR01_ONLY_CAP
2025-04-01,B3,MESS01,STA01,STA05,0,1202.2722244262695,3,15.213379116863782,744.7866208831363,93,True,0.5665987351267832,,,,,NOT_DETERMINED,DEFERRED_NO_DESTINATION_MIP_SOLVE_USER_APR01_ONLY_CAP
2025-04-01,B3,MESS01,STA01,STA06,0,1397.0674514770508,3,34.77015060801923,725.2298493919808,93,True,0.5665987351267832,,,,,NOT_DETERMINED,DEFERRED_NO_DESTINATION_MIP_SOLVE_USER_APR01_ONLY_CAP
2025-04-01,B3,MESS01,STA01,STA07,0,2396.715187072754,4,57.86630579641215,702.1336942035879,92,True,0.5665987351267832,,,,,NOT_DETERMINED,DEFERRED_NO_DESTINATION_MIP_SOLVE_USER_APR01_ONLY_CAP
2025-04-01,B3,MESS01,STA01,STA08,0,2492.569709777832,4,60.778169827030915,699.2218301729691,92,True,0.5665987351267832,,,,,NOT_DETERMINED,DEFERRED_NO_DESTINATION_MIP_SOLVE_USER_APR01_ONLY_CAP
2025-04-01,B3,MESS01,STA01,STA09,0,2635.163917541504,4,59.834645361999506,700.1653546380005,92,True,0.5665987351267832,,,,,NOT_DETERMINED,DEFERRED_NO_DESTINATION_MIP_SOLVE_USER_APR01_ONLY_CAP
2025-04-01,B3,MESS01,STA01,STA10,0,1824.6477432250977,3,41.4277892111006,718.5722107888994,93,True,0.5665987351267832,,,,,NOT_DETERMINED,DEFERRED_NO_DESTINATION_MIP_SOLVE_USER_APR01_ONLY_CAP
2025-04-01,B3,MESS01,STA01,STA11,0,2032.3522109985352,3,48.643585189085954,711.3564148109141,93,True,0.5665987351267832,,,,,NOT_DETERMINED,DEFERRED_NO_DESTINATION_MIP_SOLVE_USER_APR01_ONLY_CAP
2025-04-01,B3,MESS01,STA01,STA12,0,2565.2602920532227,4,70.10132168723773,689.8986783127623,92,True,0.5665987351267832,,,,,NOT_DETERMINED,DEFERRED_NO_DESTINATION_MIP_SOLVE_USER_APR01_ONLY_CAP
2025-04-01,B3,MESS02,STA12,IDC01,0,2385.326057434082,4,61.86891984778796,698.131080152212,92,True,0.5250298776907395,,,,,NOT_DETERMINED,DEFERRED_NO_DESTINATION_MIP_SOLVE_USER_APR01_ONLY_CAP
2025-04-01,B3,MESS02,STA12,IDC02,0,892.7887344360353,2,24.861707372855744,735.1382926271442,94,True,0.5250298776907395,,,,,NOT_DETERMINED,DEFERRED_NO_DESTINATION_MIP_SOLVE_USER_APR01_ONLY_CAP
2025-04-01,B3,MESS02,STA12,IDC03,0,231.60480499267584,1,2.187254781819253,757.8127452181808,95,True,0.5250298776907395,,,,,NOT_DETERMINED,DEFERRED_NO_DESTINATION_MIP_SOLVE_USER_APR01_ONLY_CAP
2025-04-01,B3,MESS02,STA12,IDC04,0,1199.7573318481445,2,29.94262887856095,730.057371121439,94,True,0.5250298776907395,,,,,NOT_DETERMINED,DEFERRED_NO_DESTINATION_MIP_SOLVE_USER_APR01_ONLY_CAP
2025-04-01,B3,MESS02,STA12,IDC05,0,2201.5810623168945,4,59.05998315608576,700.9400168439142,92,True,0.5250298776907395,,,,,NOT_DETERMINED,DEFERRED_NO_DESTINATION_MIP_SOLVE_USER_APR01_ONLY_CAP
2025-04-01,B3,MESS02,STA12,IDC06,0,1890.822135925293,3,48.83272930044136,711.1672706995587,93,True,0.5250298776907395,,,,,NOT_DETERMINED,DEFERRED_NO_DESTINATION_MIP_SOLVE_USER_APR01_ONLY_CAP
2025-04-01,B3,MESS02,STA12,IDC07,0,1172.7185134887695,2,33.186370621108594,726.8136293788914,94,True,0.5250298776907395,,,,,NOT_DETERMINED,DEFERRED_NO_DESTINATION_MIP_SOLVE_USER_APR01_ONLY_CAP
2025-04-01,B3,MESS02,STA12,IDC08,0,1621.8060989379883,3,39.55919545552236,720.4408045444776,93,True,0.5250298776907395,,,,,NOT_DETERMINED,DEFERRED_NO_DESTINATION_MIP_SOLVE_USER_APR01_ONLY_CAP
2025-04-01,B3,MESS02,STA12,IDC09,0,1470.856086730957,3,39.482422452287864,720.5175775477121,93,True,0.5250298776907395,,,,,NOT_DETERMINED,DEFERRED_NO_DESTINATION_MIP_SOLVE_USER_APR01_ONLY_CAP
2025-04-01,B3,MESS02,STA12,IDC10,0,1922.001449584961,3,50.470429238505034,709.5295707614949,93,True,0.5250298776907395,,,,,NOT_DETERMINED,DEFERRED_NO_DESTINATION_MIP_SOLVE_USER_APR01_ONLY_CAP
2025-04-01,B3,MESS02,STA12,IDC11,0,431.1557998657227,2,8.8643621418243,751.1356378581758,94,True,0.5250298776907395,,,,,NOT_DETERMINED,DEFERRED_NO_DESTINATION_MIP_SOLVE_USER_APR01_ONLY_CAP
2025-04-01,B3,MESS02,STA12,IDC12,0,2416.239112854004,4,59.049115712319555,700.9508842876804,92,True,0.5250298776907395,,,,,NOT_DETERMINED,DEFERRED_NO_DESTINATION_MIP_SOLVE_USER_APR01_ONLY_CAP
2025-04-01,B3,MESS02,STA12,STA01,0,2689.6738357543945,4,80.37092009820483,679.6290799017952,92,True,0.5250298776907395,,,,,NOT_DETERMINED,DEFERRED_NO_DESTINATION_MIP_SOLVE_USER_APR01_ONLY_CAP
2025-04-01,B3,MESS02,STA12,STA02,0,2411.033515930176,4,60.01700370152643,699.9829962984736,92,True,0.5250298776907395,,,,,NOT_DETERMINED,DEFERRED_NO_DESTINATION_MIP_SOLVE_USER_APR01_ONLY_CAP
2025-04-01,B3,MESS02,STA12,STA03,0,2086.3519973754883,3,55.43952949917483,704.5604705008252,93,True,0.5250298776907395,,,,,NOT_DETERMINED,DEFERRED_NO_DESTINATION_MIP_SOLVE_USER_APR01_ONLY_CAP
2025-04-01,B3,MESS02,STA12,STA04,0,2004.119026184082,3,59.77148494158125,700.2285150584188,93,True,0.5250298776907395,,,,,NOT_DETERMINED,DEFERRED_NO_DESTINATION_MIP_SOLVE_USER_APR01_ONLY_CAP
2025-04-01,B3,MESS02,STA12,STA05,0,1720.7328567504883,3,41.19405492516831,718.8059450748317,93,True,0.5250298776907395,,,,,NOT_DETERMINED,DEFERRED_NO_DESTINATION_MIP_SOLVE_USER_APR01_ONLY_CAP
2025-04-01,B3,MESS02,STA12,STA06,0,2145.2389602661133,4,48.09104246224553,711.9089575377544,92,True,0.5250298776907395,,,,,NOT_DETERMINED,DEFERRED_NO_DESTINATION_MIP_SOLVE_USER_APR01_ONLY_CAP
2025-04-01,B3,MESS02,STA12,STA07,0,984.2078933715821,2,39.9294485138588,720.0705514861412,94,True,0.5250298776907395,,,,,NOT_DETERMINED,DEFERRED_NO_DESTINATION_MIP_SOLVE_USER_APR01_ONLY_CAP
2025-04-01,B3,MESS02,STA12,STA08,0,1530.964210510254,3,41.709784256814096,718.2902157431859,93,True,0.5250298776907395,,,,,NOT_DETERMINED,DEFERRED_NO_DESTINATION_MIP_SOLVE_USER_APR01_ONLY_CAP
2025-04-01,B3,MESS02,STA12,STA09,0,1157.0614395141602,2,27.713624178929056,732.2863758210709,94,True,0.5250298776907395,,,,,NOT_DETERMINED,DEFERRED_NO_DESTINATION_MIP_SOLVE_USER_APR01_ONLY_CAP
2025-04-01,B3,MESS02,STA12,STA10,0,1078.169075012207,2,17.064284659470214,742.9357153405298,94,True,0.5250298776907395,,,,,NOT_DETERMINED,DEFERRED_NO_DESTINATION_MIP_SOLVE_USER_APR01_ONLY_CAP
2025-04-01,B3,MESS02,STA12,STA11,0,778.2261962890626,2,15.51090021595697,744.489099784043,94,True,0.5250298776907395,,,,,NOT_DETERMINED,DEFERRED_NO_DESTINATION_MIP_SOLVE_USER_APR01_ONLY_CAP
2025-04-01,B3,MESS02,STA12,STA12,0,0.0,0,0.0,760.0,96,True,0.5250298776907395,0.5250298776907395,0.0,9272.973498021698,6296.845906571073,False,STAY_REFERENCE_SOLVED
2025-04-01,B3,MESS03,STA08,IDC01,0,1939.800666809082,3,37.66835246775865,722.3316475322414,93,True,0.5168845119225016,,,,,NOT_DETERMINED,DEFERRED_NO_DESTINATION_MIP_SOLVE_USER_APR01_ONLY_CAP
2025-04-01,B3,MESS03,STA08,IDC02,0,1363.815803527832,3,37.69257577709808,722.3074242229019,93,True,0.5168845119225016,,,,,NOT_DETERMINED,DEFERRED_NO_DESTINATION_MIP_SOLVE_USER_APR01_ONLY_CAP
2025-04-01,B3,MESS03,STA08,IDC03,0,1682.4767456054688,3,40.91706381182905,719.082936188171,93,True,0.5168845119225016,,,,,NOT_DETERMINED,DEFERRED_NO_DESTINATION_MIP_SOLVE_USER_APR01_ONLY_CAP
2025-04-01,B3,MESS03,STA08,IDC04,0,577.4318237304689,2,5.403703185266812,754.5962968147331,94,True,0.5168845119225016,,,,,NOT_DETERMINED,DEFERRED_NO_DESTINATION_MIP_SOLVE_USER_APR01_ONLY_CAP
2025-04-01,B3,MESS03,STA08,IDC05,0,1592.2964477539062,3,32.28782796776702,727.712172032233,93,True,0.5168845119225016,,,,,NOT_DETERMINED,DEFERRED_NO_DESTINATION_MIP_SOLVE_USER_APR01_ONLY_CAP
2025-04-01,B3,MESS03,STA08,IDC06,0,1392.8911972045898,3,26.33810878060565,733.6618912193943,93,True,0.5168845119225016,,,,,NOT_DETERMINED,DEFERRED_NO_DESTINATION_MIP_SOLVE_USER_APR01_ONLY_CAP
2025-04-01,B3,MESS03,STA08,IDC07,0,983.405128479004,2,24.349736429523368,735.6502635704767,94,True,0.5168845119225016,,,,,NOT_DETERMINED,DEFERRED_NO_DESTINATION_MIP_SOLVE_USER_APR01_ONLY_CAP
2025-04-01,B3,MESS03,STA08,IDC08,0,1201.927848815918,3,15.593394284263072,744.4066057157369,93,True,0.5168845119225016,,,,,NOT_DETERMINED,DEFERRED_NO_DESTINATION_MIP_SOLVE_USER_APR01_ONLY_CAP
2025-04-01,B3,MESS03,STA08,IDC09,0,945.8552474975587,2,15.413012453322983,744.586987546677,94,True,0.5168845119225016,,,,,NOT_DETERMINED,DEFERRED_NO_DESTINATION_MIP_SOLVE_USER_APR01_ONLY_CAP
2025-04-01,B3,MESS03,STA08,IDC10,0,1427.8095321655273,3,28.4390913651569,731.5609086348431,93,True,0.5168845119225016,,,,,NOT_DETERMINED,DEFERRED_NO_DESTINATION_MIP_SOLVE_USER_APR01_ONLY_CAP
2025-04-01,B3,MESS03,STA08,IDC11,0,1408.891014099121,3,33.344944362665636,726.6550556373344,93,True,0.5168845119225016,,,,,NOT_DETERMINED,DEFERRED_NO_DESTINATION_MIP_SOLVE_USER_APR01_ONLY_CAP
2025-04-01,B3,MESS03,STA08,IDC12,0,1918.3081741333008,3,36.88853646015421,723.1114635398458,93,True,0.5168845119225016,,,,,NOT_DETERMINED,DEFERRED_NO_DESTINATION_MIP_SOLVE_USER_APR01_ONLY_CAP
2025-04-01,B3,MESS03,STA08,STA01,0,2164.672996520996,4,55.94104178498145,704.0589582150185,92,True,0.5168845119225016,,,,,NOT_DETERMINED,DEFERRED_NO_DESTINATION_MIP_SOLVE_USER_APR01_ONLY_CAP
2025-04-01,B3,MESS03,STA08,STA02,0,1838.8466873168945,3,36.61672916388091,723.3832708361191,93,True,0.5168845119225016,,,,,NOT_DETERMINED,DEFERRED_NO_DESTINATION_MIP_SOLVE_USER_APR01_ONLY_CAP
2025-04-01,B3,MESS03,STA08,STA03,0,1588.4210586547852,3,32.50444870515332,727.4955512948467,93,True,0.5168845119225016,,,,,NOT_DETERMINED,DEFERRED_NO_DESTINATION_MIP_SOLVE_USER_APR01_ONLY_CAP
2025-04-01,B3,MESS03,STA08,STA04,0,1342.7477188110352,3,29.414671874494168,730.5853281255058,93,True,0.5168845119225016,,,,,NOT_DETERMINED,DEFERRED_NO_DESTINATION_MIP_SOLVE_USER_APR01_ONLY_CAP
2025-04-01,B3,MESS03,STA08,STA05,0,1089.5598831176758,2,18.662170829420532,741.3378291705794,94,True,0.5168845119225016,,,,,NOT_DETERMINED,DEFERRED_NO_DESTINATION_MIP_SOLVE_USER_APR01_ONLY_CAP
2025-04-01,B3,MESS03,STA08,STA06,0,1955.9255752563477,3,39.56885809396663,720.4311419060334,93,True,0.5168845119225016,,,,,NOT_DETERMINED,DEFERRED_NO_DESTINATION_MIP_SOLVE_USER_APR01_ONLY_CAP
2025-04-01,B3,MESS03,STA08,STA07,0,1245.7963027954102,3,30.047184078734496,729.9528159212655,93,True,0.5168845119225016,,,,,NOT_DETERMINED,DEFERRED_NO_DESTINATION_MIP_SOLVE_USER_APR01_ONLY_CAP
2025-04-01,B3,MESS03,STA08,STA08,0,0.0,0,0.0,760.0,96,True,0.5168845119225016,0.5168845119225016,0.0,5247.322440046644,3512.653118974529,False,STAY_REFERENCE_SOLVED
2025-04-01,B3,MESS03,STA08,STA09,0,1484.2450332641602,3,32.11844815460932,727.8815518453907,93,True,0.5168845119225016,,,,,NOT_DETERMINED,DEFERRED_NO_DESTINATION_MIP_SOLVE_USER_APR01_ONLY_CAP
2025-04-01,B3,MESS03,STA08,STA10,0,1460.059455871582,3,18.59047594256569,741.4095240574343,93,True,0.5168845119225016,,,,,NOT_DETERMINED,DEFERRED_NO_DESTINATION_MIP_SOLVE_USER_APR01_ONLY_CAP
2025-04-01,B3,MESS03,STA08,STA11,0,1170.6906967163086,2,19.56075438420576,740.4392456157942,94,True,0.5168845119225016,,,,,NOT_DETERMINED,DEFERRED_NO_DESTINATION_MIP_SOLVE_USER_APR01_ONLY_CAP
2025-04-01,B3,MESS03,STA08,STA12,0,1675.8417358398438,3,44.76962208386488,715.2303779161351,93,True,0.5168845119225016,,,,,NOT_DETERMINED,DEFERRED_NO_DESTINATION_MIP_SOLVE_USER_APR01_ONLY_CAP
2025-04-01,B3,MESS04,STA06,IDC01,0,1151.788932800293,2,32.635132086024655,727.3648679139753,94,True,0.508957108842712,,,,,NOT_DETERMINED,DEFERRED_NO_DESTINATION_MIP_SOLVE_USER_APR01_ONLY_CAP
2025-04-01,B3,MESS04,STA06,IDC02,0,1456.0185012817383,3,37.91428667578006,722.0857133242199,93,True,0.508957108842712,,,,,NOT_DETERMINED,DEFERRED_NO_DESTINATION_MIP_SOLVE_USER_APR01_ONLY_CAP
2025-04-01,B3,MESS04,STA06,IDC03,0,2261.851875305176,4,54.26326218808197,705.736737811918,92,True,0.508957108842712,,,,,NOT_DETERMINED,DEFERRED_NO_DESTINATION_MIP_SOLVE_USER_APR01_ONLY_CAP
2025-04-01,B3,MESS04,STA06,IDC04,0,1678.1518249511719,3,34.60369290463394,725.3963070953661,93,True,0.508957108842712,,,,,NOT_DETERMINED,DEFERRED_NO_DESTINATION_MIP_SOLVE_USER_APR01_ONLY_CAP
2025-04-01,B3,MESS04,STA06,IDC05,0,759.5327224731446,2,15.991157970639398,744.0088420293606,94,True,0.508957108842712,,,,,NOT_DETERMINED,DEFERRED_NO_DESTINATION_MIP_SOLVE_USER_APR01_ONLY_CAP
2025-04-01,B3,MESS04,STA06,IDC06,0,1469.202033996582,3,36.429735933512845,723.5702640664872,93,True,0.508957108842712,,,,,NOT_DETERMINED,DEFERRED_NO_DESTINATION_MIP_SOLVE_USER_APR01_ONLY_CAP
2025-04-01,B3,MESS04,STA06,IDC07,0,1083.2753067016602,2,23.977194829661254,736.0228051703388,94,True,0.508957108842712,,,,,NOT_DETERMINED,DEFERRED_NO_DESTINATION_MIP_SOLVE_USER_APR01_ONLY_CAP
2025-04-01,B3,MESS04,STA06,IDC08,0,1752.5313186645508,3,33.98317870472765,726.0168212952724,93,True,0.508957108842712,,,,,NOT_DETERMINED,DEFERRED_NO_DESTINATION_MIP_SOLVE_USER_APR01_ONLY_CAP
2025-04-01,B3,MESS04,STA06,IDC09,0,1474.420295715332,3,26.37321347968005,733.6267865203199,93,True,0.508957108842712,,,,,NOT_DETERMINED,DEFERRED_NO_DESTINATION_MIP_SOLVE_USER_APR01_ONLY_CAP
2025-04-01,B3,MESS04,STA06,IDC10,0,1616.9203262329102,3,40.44203202824346,719.5579679717565,93,True,0.508957108842712,,,,,NOT_DETERMINED,DEFERRED_NO_DESTINATION_MIP_SOLVE_USER_APR01_ONLY_CAP
2025-04-01,B3,MESS04,STA06,IDC11,0,2056.371856689453,3,45.9234587745709,714.0765412254291,93,True,0.508957108842712,,,,,NOT_DETERMINED,DEFERRED_NO_DESTINATION_MIP_SOLVE_USER_APR01_ONLY_CAP
2025-04-01,B3,MESS04,STA06,IDC12,0,1253.7719497680664,3,32.763378727369506,727.2366212726305,93,True,0.508957108842712,,,,,NOT_DETERMINED,DEFERRED_NO_DESTINATION_MIP_SOLVE_USER_APR01_ONLY_CAP
2025-04-01,B3,MESS04,STA06,STA01,0,1388.8517990112305,3,33.305375711574165,726.6946242884259,93,True,0.508957108842712,,,,,NOT_DETERMINED,DEFERRED_NO_DESTINATION_MIP_SOLVE_USER_APR01_ONLY_CAP
2025-04-01,B3,MESS04,STA06,STA02,0,1024.1047439575195,2,32.498029745698624,727.5019702543013,94,True,0.508957108842712,,,,,NOT_DETERMINED,DEFERRED_NO_DESTINATION_MIP_SOLVE_USER_APR01_ONLY_CAP
2025-04-01,B3,MESS04,STA06,STA03,0,1529.0099716186523,3,35.20470487298072,724.7952951270192,93,True,0.508957108842712,,,,,NOT_DETERMINED,DEFERRED_NO_DESTINATION_MIP_SOLVE_USER_APR01_ONLY_CAP
2025-04-01,B3,MESS04,STA06,STA04,0,1047.9924697875977,2,22.72898602320167,737.2710139767984,94,True,0.508957108842712,,,,,NOT_DETERMINED,DEFERRED_NO_DESTINATION_MIP_SOLVE_USER_APR01_ONLY_CAP
2025-04-01,B3,MESS04,STA06,STA05,0,1723.068458557129,3,31.437680894032873,728.5623191059672,93,True,0.508957108842712,,,,,NOT_DETERMINED,DEFERRED_NO_DESTINATION_MIP_SOLVE_USER_APR01_ONLY_CAP
2025-04-01,B3,MESS04,STA06,STA06,0,0.0,0,0.0,760.0,96,True,0.508957108842712,0.508957108842712,0.0,5248.167190655538,4179.935277089643,False,STAY_REFERENCE_SOLVED
2025-04-01,B3,MESS04,STA06,STA07,0,1345.6664810180664,3,29.74918860237672,730.2508113976232,93,True,0.508957108842712,,,,,NOT_DETERMINED,DEFERRED_NO_DESTINATION_MIP_SOLVE_USER_APR01_ONLY_CAP
2025-04-01,B3,MESS04,STA06,STA08,0,1441.5210037231445,3,32.471972636386134,727.5280273636139,93,True,0.508957108842712,,,,,NOT_DETERMINED,DEFERRED_NO_DESTINATION_MIP_SOLVE_USER_APR01_ONLY_CAP
2025-04-01,B3,MESS04,STA06,STA09,0,1584.1152114868164,3,32.000086000192006,727.999913999808,93,True,0.508957108842712,,,,,NOT_DETERMINED,DEFERRED_NO_DESTINATION_MIP_SOLVE_USER_APR01_ONLY_CAP
2025-04-01,B3,MESS04,STA06,STA10,0,2117.6152420043945,4,38.70590331866836,721.2940966813317,92,True,0.508957108842712,,,,,NOT_DETERMINED,DEFERRED_NO_DESTINATION_MIP_SOLVE_USER_APR01_ONLY_CAP
2025-04-01,B3,MESS04,STA06,STA11,0,2270.500068664551,4,49.088601950699115,710.9113980493009,92,True,0.508957108842712,,,,,NOT_DETERMINED,DEFERRED_NO_DESTINATION_MIP_SOLVE_USER_APR01_ONLY_CAP
2025-04-01,B3,MESS04,STA06,STA12,0,2127.788459777832,4,52.08333264498677,707.9166673550133,92,True,0.508957108842712,,,,,NOT_DETERMINED,DEFERRED_NO_DESTINATION_MIP_SOLVE_USER_APR01_ONLY_CAP
