day,case,status,reason,schedule_sha256,source_manifest_sha256,April_rows_used
2025-02-03,B0,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-03,B1,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-03,B2,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-03,B3,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-04,B0,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-04,B1,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-04,B2,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-04,B3,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-05,B0,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-05,B1,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-05,B2,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-05,B3,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-06,B0,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-06,B1,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-06,B2,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-06,B3,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-07,B0,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-07,B1,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-07,B2,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-07,B3,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-08,B0,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-08,B1,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-08,B2,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-08,B3,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-09,B0,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-09,B1,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-09,B2,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-09,B3,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-10,B0,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-10,B1,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-10,B2,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-10,B3,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-11,B0,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-11,B1,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-11,B2,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-11,B3,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-12,B0,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-12,B1,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-12,B2,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-12,B3,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-13,B0,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-13,B1,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-13,B2,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-13,B3,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-14,B0,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-14,B1,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-14,B2,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-14,B3,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-15,B0,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-15,B1,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-15,B2,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-15,B3,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-16,B0,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-16,B1,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-16,B2,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-16,B3,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-17,B0,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-17,B1,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-17,B2,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-17,B3,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-18,B0,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-18,B1,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-18,B2,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-18,B3,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-19,B0,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-19,B1,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-19,B2,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-19,B3,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-20,B0,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-20,B1,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-20,B2,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-20,B3,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-21,B0,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-21,B1,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-21,B2,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-21,B3,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-22,B0,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-22,B1,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-22,B2,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-22,B3,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-23,B0,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-23,B1,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-23,B2,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-23,B3,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-24,B0,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-24,B1,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-24,B2,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-24,B3,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-25,B0,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-25,B1,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-25,B2,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-25,B3,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-26,B0,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-26,B1,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-26,B2,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-26,B3,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-27,B0,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-27,B1,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-27,B2,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-27,B3,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-28,B0,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-28,B1,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-28,B2,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-02-28,B3,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-03-01,B0,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-03-01,B1,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-03-01,B2,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-03-01,B3,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-03-02,B0,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-03-02,B1,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-03-02,B2,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-03-02,B3,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-03-03,B0,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-03-03,B1,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-03-03,B2,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-03-03,B3,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-03-04,B0,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-03-04,B1,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-03-04,B2,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-03-04,B3,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-03-05,B0,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-03-05,B1,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-03-05,B2,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-03-05,B3,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-03-06,B0,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-03-06,B1,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-03-06,B2,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-03-06,B3,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-03-07,B0,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-03-07,B1,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-03-07,B2,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-03-07,B3,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
2025-03-08,B0,NOT_MATERIALIZED,MISSING_REALIZED_TRAFFIC_AUTHORITY_2025-02-28,,80c4315aa6ac03ac49fb848f23069e8f1be5a999ed751a630f043ffc5d28ccd5,0
